Trial,PriorRate,StartYear,P1rate,P2Rate,PostRate,Spruce_estab_cost,Fir_estab_cost,Beech_estab_cost,UncertaintyFactor,Wood_C,Spruce_area,Fir_area,Beech_area,Total_timber,Salvaged_timber,Average_standing_timber,Shannon,DCF,SEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0.005,20,-0.02,-0.02,0.0005,-2000,-2000,-2000,2,73.90603922,0.40865847,0.462588587,0.128852943,929.9779295,81.25248926,283.8243287,3.285125193,23320.43595,1349587.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0.005,20,-0.03,-0.03,0.0005,-2000,-2000,-2000,2,73.45652737,0.408362708,0.461759941,0.129877351,928.3618248,80.70196052,283.0352293,3.287783706,23165.96565,2035239.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0.005,20,-0.04,-0.04,0.0005,-2000,-2000,-2000,2,73.57861782,0.408704204,0.46220751,0.129188286,928.782195,80.88228166,283.2946559,3.286792338,23213.37317,3087466.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0.005,20,-0.05,-0.05,0.0005,-2000,-2000,-2000,2,72.94326107,0.40843065,0.461238695,0.130430655,926.9243819,79.99443865,282.3439984,3.290401237,22983.88824,4691154.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.005,20,-0.06,-0.06,0.0005,-2000,-2000,-2000,2,72.89040175,0.408698931,0.461486986,0.129914083,926.8881402,80.20493765,282.5147335,3.290148207,22977.64858,7172624.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0.02,20,0.02,0.02,0.02,-2000,-2000,-2000,1,71.15927083,0.493476111,0.482314793,0.024209094,897.4063687,83.49280014,243.5066817,2.646562215,23948.79315,4567.819411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.015,20,0.015,0.015,0.015,-2000,-2000,-2000,1,77.48644251,0.458540774,0.497340246,0.044218979,886.1485847,91.41136656,259.5854033,2.773427448,25791.91266,8563.471952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0.01,20,0.01,0.01,0.01,-2000,-2000,-2000,1,78.51176597,0.449973712,0.499602935,0.050523353,928.6898263,93.09953519,278.3138559,3.024722618,25710.23733,18370.17479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0.005,20,0.005,0.005,0.005,-2000,-2000,-2000,1,78.8250925,0.456363111,0.46786973,0.075867159,946.8021109,94.35116729,285.367399,3.130566493,25560.56858,48733.76049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0.015,20,-0.005,-0.005,0.015,-2000,-2000,-2000,1,75.07662775,0.488147208,0.476290935,0.035661858,911.4278783,89.03536843,258.4960229,2.878953139,25038.01659,16855.00556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0.015,20,-0.01,-0.01,0.015,-2000,-2000,-2000,1,73.0947151,0.497640918,0.47018158,0.032277502,908.7323706,87.38447415,256.1151676,2.896239955,24375.4945,19753.87651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0.015,20,-0.02,-0.02,0.015,-2000,-2000,-2000,1,68.66939337,0.51658119,0.44729278,0.036226031,897.0183614,83.66309646,250.3034534,2.957568108,22841.68214,27155.84359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.015,20,-0.03,-0.03,0.015,-2000,-2000,-2000,1,71.1979222,0.534695953,0.433546281,0.031857768,1000.35021,85.69097701,273.8176461,3.01182939,23781.85468,44018.48783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0.015,20,-0.04,-0.04,0.015,-2000,-2000,-2000,1,63.78163149,0.546482994,0.422363945,0.031153061,976.9005855,77.69663263,268.672325,3.041552628,21156.38455,62470.8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.015,20,-0.05,-0.05,0.015,-2000,-2000,-2000,1,53.20229001,0.522651014,0.445509566,0.03183942,937.1321292,61.05162603,265.2069167,3.04014984,17172.11547,90592.32118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0.015,20,-0.06,-0.06,0.015,-2000,-2000,-2000,1,45.31483135,0.493139664,0.47192147,0.034938866,905.0465735,48.24142125,263.2672423,2.996764265,14160.648,134350.8447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0.01,20,0.015,0.015,0.01,-2000,-2000,-2000,1,82.06331893,0.454578768,0.506480412,0.039040824,879.4673772,100.8198287,278.3956645,2.809833306,27144.3216,14920.27751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0.01,20,-0.005,-0.005,0.01,-2000,-2000,-2000,1,76.4539228,0.458710923,0.478376899,0.062912178,946.88196,90.87629073,282.7096213,3.107177128,24862.8404,30672.47033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0.01,20,-0.01,-0.01,0.01,-2000,-2000,-2000,1,78.09276025,0.466609643,0.477874924,0.055615433,958.9513732,93.35675227,283.8090814,3.088390986,25539.65213,36895.77867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0.01,20,-0.02,-0.02,0.01,-2000,-2000,-2000,1,75.88208584,0.482702947,0.47871995,0.038677103,958.6305961,92.70390423,284.2037714,3.060621299,24923.2701,52171.69514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0.01,20,-0.03,-0.03,0.01,-2000,-2000,-2000,1,78.74078779,0.497103108,0.46608232,0.036914572,1003.35253,95.98179089,291.9350426,3.052830863,26201.42888,78459.20141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0.01,20,-0.04,-0.04,0.01,-2000,-2000,-2000,1,71.1395737,0.508518903,0.45483668,0.036744416,982.7361773,87.55858644,284.2115909,3.09146529,23563.92783,112191.2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0.01,20,-0.05,-0.05,0.01,-2000,-2000,-2000,1,63.55715014,0.503425753,0.464497999,0.032076248,963.5717421,76.9965181,278.7635413,3.091249132,20841.01422,164067.0838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0.01,20,-0.06,-0.06,0.01,-2000,-2000,-2000,1,55.60455542,0.46203701,0.503850875,0.034112115,937.7536303,60.4576487,272.4796014,3.073606158,17780.85571,243307.6218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.005,20,0.015,0.015,0.005,-2000,-2000,-2000,1,83.87968268,0.458256748,0.486197734,0.055645517,859.9701545,108.6012821,291.1955414,2.883807775,27366.2018,31621.17169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0.005,20,-0.005,-0.005,0.005,-2000,-2000,-2000,1,82.81318734,0.480412174,0.473546885,0.046140941,998.0942252,102.2213722,305.899879,3.069834694,27203.43317,74161.75664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0.005,20,-0.01,-0.01,0.005,-2000,-2000,-2000,1,78.34649797,0.476983593,0.474601299,0.048515103,857.1700328,103.9101221,281.129268,2.946820028,25717.54065,75030.20411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0.005,20,-0.02,-0.02,0.005,-2000,-2000,-2000,1,80.20462603,0.487792536,0.469584467,0.042722997,964.7014027,101.8916829,292.7528002,3.037348233,26474.14372,123752.4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.005,20,-0.03,-0.03,0.005,-2000,-2000,-2000,1,81.25758769,0.494918575,0.459970865,0.045210561,959.366628,105.2732612,297.0988919,3.05656962,26860.29974,180402.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.005,20,-0.04,-0.04,0.005,-2000,-2000,-2000,1,80.34492596,0.504086457,0.455484762,0.040528781,991.6048812,105.1886011,304.9585504,3.080944162,26628.89761,276165.1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0.005,20,-0.05,-0.05,0.005,-2000,-2000,-2000,1,76.26127345,0.511991407,0.449078191,0.039030402,983.4414148,99.20223927,299.1641272,3.101990079,25212.8269,408491.5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.005,20,-0.06,-0.06,0.005,-2000,-2000,-2000,1,71.98226575,0.516642914,0.447588731,0.035868355,974.761523,94.77889943,294.9438056,3.108559943,23758.64628,611627.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0.005,20,0.015,0.015,0.0005,-2000,-2000,-2000,1,80.77766848,0.498235426,0.439553722,0.062310852,946.6133297,104.1482276,296.1297569,3.10293199,26444.11155,333565.1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0.005,20,-0.005,-0.005,0.0005,-2000,-2000,-2000,1,81.06262556,0.500704142,0.433048258,0.0663476,943.3969868,106.7238661,297.7038637,3.104280334,26575.64466,744673.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0.005,20,-0.01,-0.01,0.0005,-2000,-2000,-2000,1,83.4932359,0.504103801,0.43162739,0.064368808,981.6968109,108.5062442,307.9218282,3.110200235,27401.36677,950134.4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0.005,20,-0.02,-0.02,0.0005,-2000,-2000,-2000,1,82.98745863,0.507497153,0.432911515,0.059591331,943.5325142,114.6309893,308.4663258,3.069025435,27241.04148,1383698.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.005,20,-0.03,-0.03,0.0005,-2000,-2000,-2000,1,82.65408906,0.520872361,0.443717195,0.035410444,996.2198542,107.474624,309.2608024,3.041111662,27413.29391,2185435.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.005,20,-0.04,-0.04,0.0005,-2000,-2000,-2000,1,81.24832852,0.519070825,0.440358534,0.040670641,991.6000173,105.4473863,306.2134614,3.071373069,26878.11304,3295987.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0.005,20,-0.05,-0.05,0.0005,-2000,-2000,-2000,1,81.45908394,0.519879369,0.439679848,0.040540783,991.7897256,105.7132001,306.5811098,3.069263349,26950.43657,5016426.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.005,20,-0.06,-0.06,0.0005,-2000,-2000,-2000,1,81.6149794,0.520929914,0.438546147,0.04062394,991.7671387,105.9958606,306.844685,3.068172397,27003.99153,7666026.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0.02,20,0.02,0.02,0.02,0,0,0,3,68.96415483,0.348239631,0.470475494,0.181384876,880.5554153,67.52892364,250.985862,3.296416788,23237.6635,6531.786754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0.015,20,0.015,0.015,0.015,0,0,0,3,72.6350966,0.346297774,0.463639836,0.19016239,883.6487031,70.50712536,253.4884212,3.290535511,24481.5431,10853.37911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0.01,20,0.01,0.01,0.01,0,0,0,3,74.1419912,0.353219676,0.455528939,0.191351385,905.5652094,72.71067096,267.3711635,3.333670574,24932.05529,20610.46395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0.005,20,0.005,0.005,0.005,0,0,0,3,72.18015113,0.349017111,0.449816745,0.201166144,891.6824572,71.00554294,266.986381,3.354648135,24126.3115,49909.47288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.015,20,-0.005,-0.005,0.015,0,0,0,3,69.52864386,0.362267518,0.460896944,0.176935537,905.4731973,67.82609002,261.7843117,3.334921448,23535.49485,19447.56643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0.015,20,-0.01,-0.01,0.015,0,0,0,3,68.06116045,0.363791083,0.460508416,0.1758005,902.0093798,66.03149649,260.4036962,3.338041806,23046.90972,22513.97198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0.015,20,-0.02,-0.02,0.015,0,0,0,3,66.27563375,0.367694291,0.462026208,0.170379501,899.157361,64.73725859,260.3999638,3.336814032,22481.68285,30677.0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.015,20,-0.03,-0.03,0.015,0,0,0,3,63.41038272,0.368893166,0.463831487,0.167375347,891.577725,61.70384095,259.0489,3.338009734,21496.00885,42442.81399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0.015,20,-0.04,-0.04,0.015,0,0,0,3,61.30120822,0.370351622,0.466442944,0.163305434,886.5097963,60.04322915,258.54749,3.332268983,20825.6472,59873.72994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0.015,20,-0.05,-0.05,0.015,0,0,0,3,58.05840272,0.374999533,0.467522272,0.157578195,880.1372637,56.42411734,256.6831069,3.31807004,19744.52714,86213.67651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0.015,20,-0.06,-0.06,0.015,0,0,0,3,55.42853904,0.375294394,0.462270729,0.162534877,868.3357426,53.82208926,254.7922917,3.313884889,18808.95853,125049.1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,0.01,20,0.015,0.015,0.01,0,0,0,3,74.03976076,0.338047625,0.435814984,0.226237391,887.9376441,71.11311843,263.0424219,3.354440635,24541.1317,17371.39269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0.01,20,-0.005,-0.005,0.01,0,0,0,3,71.71455694,0.355105652,0.456429709,0.188564639,899.7415738,70.51633068,266.5255077,3.344933383,24104.52734,32248.96141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
