Trial,PriorRate,StartYear,P1rate,P2Rate,PostRate,Spruce_estab_cost,Fir_estab_cost,Beech_estab_cost,UncertaintyFactor,Wood_C,Spruce_area,Fir_area,Beech_area,Total_timber,Salvaged_timber,Average_standing_timber,Shannon,DCF,SEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0.005,40,-0.04,-0.04,0.0005,-2000,-2000,-2000,2,77.09098178,0.39450731,0.452038583,0.153554108,873.202339,85.49656742,265.628889,3.218944054,24268.71347,1989737.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,0.005,40,-0.05,-0.05,0.0005,-2000,-2000,-2000,2,74.76764062,0.395597266,0.453899544,0.15060319,841.0416036,83.04948295,257.4335826,3.195474207,23518.0197,2872874.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,0.005,40,-0.06,-0.06,0.0005,-2000,-2000,-2000,2,74.70900472,0.392726568,0.452529785,0.154843647,842.0763256,80.98788039,253.8757345,3.18749863,23475.78935,4342297.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,0.02,40,0.02,0.02,0.02,-2000,-2000,-2000,1,71.15927083,0.493476111,0.482314793,0.024209094,897.4063687,83.49280014,243.5066817,2.646562215,23948.79315,4567.819411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,0.015,40,0.015,0.015,0.015,-2000,-2000,-2000,1,77.48644251,0.458540774,0.497340246,0.044218979,886.1485847,91.41136656,259.5854033,2.773427448,25791.91266,8563.471952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0.01,40,0.01,0.01,0.01,-2000,-2000,-2000,1,78.51176597,0.449973712,0.499602935,0.050523353,928.6898263,93.09953519,278.3138559,3.024722618,25710.23733,18370.17479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,0.005,40,0.005,0.005,0.005,-2000,-2000,-2000,1,78.8250925,0.456363111,0.46786973,0.075867159,946.8021109,94.35116729,285.367399,3.130566493,25560.56858,48733.76049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,0.015,40,-0.005,-0.005,0.015,-2000,-2000,-2000,1,76.8073859,0.473689881,0.489306555,0.037103565,916.9607302,88.28988325,258.6157573,2.810343398,25514.54128,16532.94954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,0.015,40,-0.01,-0.01,0.015,-2000,-2000,-2000,1,76.80544391,0.476225081,0.489008556,0.034766363,918.9741848,89.34081859,258.2422014,2.808140598,25657.40632,19299.59942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,0.015,40,-0.02,-0.02,0.015,-2000,-2000,-2000,1,74.27005841,0.489934875,0.473385686,0.036779438,915.2566939,87.17000505,252.9845983,2.820176417,24801.68949,26222.66194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,0.015,40,-0.03,-0.03,0.015,-2000,-2000,-2000,1,72.18981421,0.494236252,0.467545225,0.038318525,912.2873376,85.12897254,248.4210734,2.797475093,24117.59948,36133.5796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,0.015,40,-0.04,-0.04,0.015,-2000,-2000,-2000,1,70.21147501,0.497359787,0.46379833,0.038941883,908.4807641,82.25142658,245.4502756,2.809261145,23310.83274,50061.03769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.015,40,-0.05,-0.05,0.015,-2000,-2000,-2000,1,66.3880514,0.498877549,0.464641252,0.0365812,905.9318054,76.99990546,237.6159893,2.774628349,22084.14185,70730.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,0.015,40,-0.06,-0.06,0.015,-2000,-2000,-2000,1,63.76121203,0.492789911,0.463112584,0.044197505,898.0215789,72.11983083,232.6567215,2.786225791,21022.38424,100233.4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,0.01,40,0.015,0.015,0.01,-2000,-2000,-2000,1,81.30079115,0.449059549,0.506377331,0.044663121,875.1873763,99.55685139,276.8481277,2.840060657,26814.12511,14922.27399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,0.01,40,-0.005,-0.005,0.01,-2000,-2000,-2000,1,79.9994641,0.466503497,0.498843547,0.034752957,881.3990504,98.57089118,273.3856083,2.828736438,26466.11557,27662.12376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,0.01,40,-0.01,-0.01,0.01,-2000,-2000,-2000,1,81.83070276,0.462166638,0.49429144,0.043641922,909.6237671,98.32311505,275.3285673,2.884193134,27089.97065,33729.97492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,0.01,40,-0.02,-0.02,0.01,-2000,-2000,-2000,1,79.92932347,0.465898422,0.489998231,0.044203347,910.2330825,94.04982431,269.5834148,2.88472872,26380.30438,46421.24527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,0.01,40,-0.03,-0.03,0.01,-2000,-2000,-2000,1,78.69826235,0.471784619,0.49269112,0.035624261,913.976365,94.17429207,267.1833555,2.859794777,26130.08508,65094.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,0.01,40,-0.04,-0.04,0.01,-2000,-2000,-2000,1,76.42178748,0.470749544,0.489676828,0.039673628,911.9871176,90.69495778,260.6446057,2.849674089,25358.71164,91866.96205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,0.01,40,-0.05,-0.05,0.01,-2000,-2000,-2000,1,73.6573459,0.46881687,0.493026712,0.038256418,910.2413779,85.17153492,254.4525265,2.849717245,24377.71901,131006.2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,0.01,40,-0.06,-0.06,0.01,-2000,-2000,-2000,1,70.87828566,0.462617484,0.49781048,0.039672036,906.9873431,80.81863346,248.6611648,2.839967164,23388.3951,189413.1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,0.005,40,0.015,0.015,0.005,-2000,-2000,-2000,1,80.8489727,0.471391139,0.481668055,0.047040805,856.2852332,105.7021021,288.6248245,2.926840065,26410.22013,32103.59956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,0.005,40,-0.005,-0.005,0.005,-2000,-2000,-2000,1,78.18059316,0.45756308,0.463526193,0.079010727,946.4423038,92.68405894,282.2934423,3.132369735,25300.35398,67440.48132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,0.005,40,-0.01,-0.01,0.005,-2000,-2000,-2000,1,84.19093854,0.472686715,0.477738819,0.049574465,898.0907678,107.3065505,289.0673772,2.922762903,27678.99034,77052.47592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,0.005,40,-0.02,-0.02,0.005,-2000,-2000,-2000,1,84.47929491,0.475223752,0.470314896,0.054561353,898.1068476,106.9101787,286.6531853,2.893074171,27812.86179,109226.3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,0.005,40,-0.03,-0.03,0.005,-2000,-2000,-2000,1,82.70322183,0.474979732,0.478483552,0.046636716,902.4524598,104.4217154,282.8658064,2.907595213,27247.12171,156533.7069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,0.005,40,-0.04,-0.04,0.005,-2000,-2000,-2000,1,82.18824998,0.475239519,0.478871573,0.045888907,904.9775318,103.653464,280.2093007,2.88594408,27114.04998,227320.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0.005,40,-0.05,-0.05,0.005,-2000,-2000,-2000,1,77.57114135,0.478222576,0.47278814,0.049089285,899.4697284,95.51564211,269.3727912,2.915430194,25481.00766,329327.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0.005,40,-0.06,-0.06,0.005,-2000,-2000,-2000,1,79.9308587,0.465236769,0.474630609,0.060232624,896.8911869,100.7288877,273.82186,2.913002531,26358.38051,485552.3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,0.005,40,0.015,0.015,0.0005,-2000,-2000,-2000,1,63.31133912,0.476779275,0.475734308,0.047586417,888.2819216,85.12771908,300.1081562,3.071795489,20224.52956,275556.3883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,0.005,40,-0.005,-0.005,0.0005,-2000,-2000,-2000,1,78.9090436,0.501971028,0.438549099,0.059579873,944.0737989,102.2080907,293.576591,3.108544317,25773.63082,555351.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0.005,40,-0.01,-0.01,0.0005,-2000,-2000,-2000,1,80.04734335,0.500645825,0.432570951,0.066883224,916.7399629,103.276045,283.5674312,3.053533348,26177.5288,649464.1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,0.005,40,-0.02,-0.02,0.0005,-2000,-2000,-2000,1,82.10880878,0.492946407,0.443102235,0.063951358,881.9052018,112.5703684,290.4166414,2.973185594,26905.87043,928211.5974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,0.005,40,-0.03,-0.03,0.0005,-2000,-2000,-2000,1,84.16856101,0.494995084,0.444738146,0.06026677,888.3938434,112.9184273,292.6270736,2.92909627,27556.06748,1390879.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,0.005,40,-0.04,-0.04,0.0005,-2000,-2000,-2000,1,84.8192277,0.489287139,0.443355406,0.067457454,885.9278609,113.8744501,293.3112366,2.918753367,27724.84526,2085044.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,0.005,40,-0.05,-0.05,0.0005,-2000,-2000,-2000,1,85.13255193,0.486060632,0.45120344,0.062835928,889.048568,115.4875271,295.0306837,2.905580268,27869.08959,3154675.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,0.005,40,-0.06,-0.06,0.0005,-2000,-2000,-2000,1,82.09732442,0.484006341,0.443143334,0.072950324,886.1962069,107.291069,282.2485813,2.946371771,26846.96374,4724646.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,0.02,40,0.02,0.02,0.02,0,0,0,3,68.96415483,0.348239631,0.470475494,0.181384876,880.5554153,67.52892364,250.985862,3.296416788,23237.6635,6531.786754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,0.015,40,0.015,0.015,0.015,0,0,0,3,72.6350966,0.346297774,0.463639836,0.19016239,883.6487031,70.50712536,253.4884212,3.290535511,24481.5431,10853.37911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,0.01,40,0.01,0.01,0.01,0,0,0,3,74.1419912,0.353219676,0.455528939,0.191351385,905.5652094,72.71067096,267.3711635,3.333670574,24932.05529,20610.46395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,0.005,40,0.005,0.005,0.005,0,0,0,3,72.18015113,0.349017111,0.449816745,0.201166144,891.6824572,71.00554294,266.986381,3.354648135,24126.3115,49909.47288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,0.015,40,-0.005,-0.005,0.015,0,0,0,3,72.26427873,0.346858077,0.467240128,0.186001796,887.5175898,69.92750235,251.278832,3.277798118,24442.40043,18082.96552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,0.015,40,-0.01,-0.01,0.015,0,0,0,3,74.00291926,0.359016077,0.457746915,0.183337008,917.4568819,72.34836593,262.5336443,3.306392469,25088.50958,21345.56034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,0.015,40,-0.02,-0.02,0.015,0,0,0,3,71.48108128,0.341554253,0.461373656,0.197172092,876.3404572,70.23918216,251.6639756,3.298480174,24074.58738,26657.14227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,0.015,40,-0.03,-0.03,0.015,0,0,0,3,71.64045923,0.35085347,0.457077493,0.192169037,883.9094119,70.68593182,250.1792891,3.285695294,24227.49896,36162.71376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0.015,40,-0.04,-0.04,0.015,0,0,0,3,67.69911734,0.356132169,0.449729021,0.194238811,843.9563465,65.87582848,238.2750949,3.297212757,22892.25495,46845.43894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,0.015,40,-0.05,-0.05,0.015,0,0,0,3,67.39659147,0.356346275,0.448150378,0.195603348,843.6755784,65.60108522,236.9815747,3.291478324,22806.10183,64555.9033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,0.015,40,-0.06,-0.06,0.015,0,0,0,3,66.53844148,0.354750449,0.447518622,0.197830929,842.1027224,64.03597637,234.2484582,3.286827165,22533.09841,90165.07616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,0.01,40,0.015,0.015,0.01,0,0,0,3,73.69646321,0.353231172,0.454399023,0.192469805,902.8653684,72.24408004,267.511966,3.338180879,24751.98278,18045.15122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,0.01,40,-0.005,-0.005,0.01,0,0,0,3,74.66661039,0.352820679,0.454307131,0.19297219,908.365219,73.18489517,266.022317,3.326999206,25134.89443,31122.91992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,0.01,40,-0.01,-0.01,0.01,0,0,0,3,71.95388579,0.337231539,0.45942395,0.203444511,874.279795,69.84896415,252.3947621,3.312746207,24082.48468,34456.82937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,0.01,40,-0.02,-0.02,0.01,0,0,0,3,72.18419535,0.332299341,0.445692901,0.222107758,865.7979379,69.16434166,248.7413783,3.313991252,24103.25691,45976.21814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
